gloo Gloo roam, exp
x.borg > martis = -1

yuzhong Yu Zhong exp
yuzhong > gloo = 2
yuzhong > ruby = 2
yuzhong > hylos = 2
yuzhong > atlas = 1
yuzhong > carmilla = 1
yuzhong > minsitthar = 1
yuzhong > minotaur = 1
yuzhong > popol = 1
yuzhong > thamuz = 1
yuzhong > aulus = 1
yuzhong > zilong = 1
yuzhong > masha = -2
yuzhong > bruno = -2
yuzhong > lunox = -2
yuzhong > edith = -1
yuzhong > karrie = -1
yuzhong > lesley = -1

phoveus Phoveus exp
phoveus > wanwan = 2
phoveus > harith = 2
phoveus > freya = 2
phoveus > valentina = 2
phoveus > ruby = 2
phoveus > benedetta = 2
phoveus > arlott = 2
phoveus > chou = 2
phoveus > x.borg = -2
phoveus > minsitthar = -2
phoveus > novaria = -2
phoveus > gord = -2
phoveus > terizla = -2
phoveus > aurora = -1
phoveus > valir = -1
phoveus > vexana = -1

xavier Xavier mid
xavier > belerick = 2
xavier > faramis = 2
xavier > atlas = 2
xavier > minotaur = 2
xavier > hylos = 2
xavier > chip = 2
xavier > x.borg = 1
xavier > hanabi = 1
xavier > popol = 1
xavier > terizla = 1
xavier > natalia = -2
xavier > angela = -2
xavier > masha = -2
xavier > fanny = -2
xavier > helcurt = -2
xavier > benedetta = -1
xavier > hayabusa = -1

roger Roger jungle
roger > mathilda = 1
roger > faramis = 2
roger > masha = 2
roger > gusion = 1
roger > benedetta = 1
roger > balmond = 1
roger > silvanna = 1
roger > diggie = 1
roger > kagura = 1
roger > odette = 1
roger > hanabi = 1
roger > yve = -2
roger > atlas = -2
roger > kaja = -2
roger > valentina = -2
roger > chip = -1
roger > minsitthar = -2
roger > khufra = -2

grock Grock roam, exp
grock > lolita = 2
grock > khufra = 2
grock > yin = 1
grock > layla = 1
grock > diggie = 1
grock > eudora = 1
grock > gord = 1
grock > vale = 1
grock > popol = 1
grock > akai = 1
grock > alice = -2
grock > esmeralda = -2
grock > mathilda = -2
grock > angela = -2
grock > claude = -2
grock > kimmy = -1
grock > harley = -1

yin Yin jungle, exp
yin > estes = 2
yin > diggie = 2
yin > floryn = 2
yin > joy = 2
yin > angela = 2
yin > layla = 2
yin > cecilion = 2
yin > wanwan = -2
yin > valentina = -2
yin > khufra = -2
yin > martis = -2
yin > masha = -2
yin > badang = -1
yin > fredrinn = -1

angela Angela roam
angela > alice = 2
angela > balmond = 2
angela > uranus = 2
angela > faramis = 2
angela > x.borg = 2
angela > xavier = 2
angela > belerick = 2
angela > lolita = -2
angela > franco = -2
angela > zilong = -2
angela > silvanna = -2
angela > yin = -2
angela > ling = -2
angela > harley = -2

pharsa Pharsa mid
pharsa > lolita = 2
pharsa > melissa = 1
pharsa > yve = 1
pharsa > hanabi = 1
pharsa > valir = 1
pharsa > barats = 1
pharsa > layla = 1
pharsa > xavier = 1
pharsa > natalia = -2
pharsa > yin = -1
pharsa > beatrix = -1
pharsa > joy = -1
pharsa > chip = -1
pharsa > franco = -1
pharsa > zilong = -1
pharsa > minsitthar = -1

lukas Lukas exp, jungle
lukas > wanwan = 2
lukas > badang = 2
lukas > yve = 2
lukas > fanny = 2
lukas > natalia = 2
lukas > bruno = 1
lukas > ling = 1
lukas > chou = 1
lukas > kagura = 1
lukas > sun = 1
lukas > hanabi = 1
lukas > ixia = 1
lukas > phoveus = -2
lukas > minsitthar = -2
lukas > valentina = -2
lukas > x.borg = -2
lukas > balmond = -2
lukas > valir = -1
lukas > julian = -1

claude Claude gold
claude > change = 2
claude > balmond = 2
claude > grock = 2
claude > lolita = 2
claude > lapulapu = 2
claude > ixia = 2
claude > vexana = 1
claude > floryn = 1
claude > lesley = -2
claude > bruno = -2
claude > kaja = -2
claude > popol = -2
claude > cyclops = -2
claude > eudora = -2
claude > franco = -2

barats Barats jungle
barats > eudora = 2
barats > saber = 2
barats > bruno = 2
barats > argus = 2
barats > brody = 2
barats > phoveus = 2
barats > silvanna = 2
barats > belerick = 2
barats > lolita = 2
barats > x.borg = -2
barats > gord = -2
barats > balmond = -2
barats > novaria = -2
barats > valir = -2
barats > akai = -2
barats > moskov = -2

zhask Zhask mid
zhask > lolita = 2
zhask > yve = 2
zhask > kaja = 2
zhask > masha = 2
zhask > beatrix = 2
zhask > diggie = 2
zhask > selena = 1
zhask > harith = 1
zhask > lukas = 1
zhask > aldous = 1
zhask > paquito = 1
zhask > faramis = -2
zhask > leomord = -2
zhask > alice = -2
zhask > natan = -1
zhask > vexana = -1
zhask > pharsa = -1
zhask > cecilion = -1

joy Joy jungle
joy > baxia = 2
joy > x.borg = 2
joy > sun = 2
joy > beatrix = 2
joy > yve = 2
joy > lylia = 2
joy > xavier = 2
joy > vexana = 2
joy > cyclops = -2
joy > kalea = -2
joy > karrie = -2
joy > harith = -2
joy > brody = -2
joy > minsitthar = -2
joy > khufra = -2

lapulapu Lapu-Lapu exp
lapulapu > argus = 2
lapulapu > vale = 1
lapulapu > badang = 2
lapulapu > silvanna = 2
lapulapu > barats = 2
lapulapu > popol = 2
lapulapu > atlas = 1
lapulapu > belerick = 1
lapulapu > layal = 1
lapulapu > eudora = 1
lapulapu > kaja = -2
lapulapu > esmeralda = -2
lapulapu > harith = -2
lapulapu > claude = -2
lapulapu > karrie = -2
lapulapu > lesley = -1
lapulapu > moskov = -1

eudora Eudora mid
eudora > joy = 1
eudora > irithel = 2
eudora > helcurt = 2
eudora > natalia = 2
eudora > floryn = 2
eudora > zilong = 2
eudora > rafaela = 2
eudora > sora = 1
eudora > moskov = 1
eudora > barats = -2
eudora > chip = -2
eudora > fredrinn = -2
eudora > leomord = -2
eudora > baxia = -2
eudora > hayabusa = -2
eudora > kadita = -2

nolan Nolan jungle
nolan > lolita = 1
nolan > khufra = 2
nolan > ixia = 2
nolan > zhuxin = 2
nolan > estes = 2
nolan > floryn = 2
nolan > natan = 1
nolan > angela = 1
nolan > eudora = 1
nolan > hanabi = 1
nolan > saber = -2
nolan > hayabusa = -2
nolan > irithel = -2
nolan > natalia = -2
nolan > hilda = -2
nolan > thamuz = -1
nolan > fredrinn = -1

hylos Hylos roam
hylos > eudora = 2
hylos > diggie = 2
hylos > barats = 2
hylos > argus = 2
hylos > vale = 2
hylos > layla = 1
hylos > johnson = 1
hylos > zhask = 1
hylos > nana = 1
hylos > gord = 1
hylos > rafaela = -2
hylos > karrie = -2
hylos > yve = -2
hylos > zhuxin = -2
hylos > x.borg = -2
hylos > lesley = -1

hayabusa Hayabusa jungle
hayabusa > zhuxin = 2
hayabusa > nolan = 2
hayabusa > aamon = 2
hayabusa > yve = 2
hayabusa > joy = 2
hayabusa > valir = 1
hayabusa > change = 1
hayabusa > cecilion = 1
hayabusa > saber = -2
hayabusa > yin = -2
hayabusa > eudora = -2
hayabusa > popol = -1
hayabusa > cyclops = -1
hayabusa > franco = -1
hayabusa > kaja = -1

jawhead Jawhead roam, exp
jawhead > natalia = 2
jawhead > aldous = 2
jawhead > floryn = 1
jawhead > beatrix = 1
jawhead > zilong = 1
jawhead > arlott = 1
jawhead > helcurt = 1
jawhead > saber = 1
jawhead > eudora = 1
jawhead > sun = -2
jawhead > faramis = -2
jawhead > chip = -2
jawhead > esmeralda = -2
jawhead > gloo = -2
jawhead > edith = -1
jawhead > thamuz = -1

beatrix Beatrix gold
beatrix > baxia = 2
beatrix > estes = 2
beatrix > hanabi = 2
beatrix > barats = 1
beatrix > ixia = 2
beatrix > lapulapu = 2
beatrix > hylos = 1
beatrix > belerick = 1
beatrix > faramis = -2
beatrix > obsidia = -2
beatrix > joy = -2
beatrix > moskov = -2
beatrix > irithel = -2
beatrix > eudora = -2
beatrix > ling = -2

lunox Lunox mid
lunox > wanwan = 2
lunox > mathilda = 2
lunox > baxia = 2
lunox > esmeralda = 2
lunox > natalia = 2
lunox > gloo = 2
lunox > ling = 2
lunox > balmond = 2
lunox > karina = 2
lunox > hanzo = 2
lunox > yve = 1
lunox > lylia = 1
lunox > chip = -2
lunox > masha = -2
lunox > valentina = -2
lunox > bruno = -2
lunox > luoyi = -2
lunox > nolan = -1

alpha Alpha jungle, exp
alpha > barats = 2
alpha > phoveus = 2
alpha > terizla = 2
alpha > fredrinn = 2
alpha > odette = 2
alpha > alucard = 2
alpha > moskov = 2
alpha > layla = 1
alpha > ixia = 1
alpha > mathilda = -2
alpha > diggie = -2
alpha > rafaela = -2
alpha > benedetta = -2
alpha > x.borg = -2
alpha > chou = -2
alpha > gusion = -2

aurora Aurora mid
aurora > lolita = 2
aurora > chip = 2
aurora > eudora = 2
aurora > masha = 2
aurora > saber = 1
aurora > silvanna = 1
aurora > melissa = 1
aurora > odette = 1
aurora > bane = 1
aurora > terizla = 1
aurora > thamuz = 1
aurora > leomord = 1
aurora > faramis = -2
aurora > diggie = -2
aurora > lapulapu = -1
aurora > benedetta = -1
aurora > yve = -1
aurora > ling = -1
aurora > kadita = -1
aurora > guinevere = -1

cici Cici exp
cici > thamuz = 2
cici > balmond = 2
cici > hylos = 2
cici > benedetta = 2
cici > lapulapu = 2
cici > alice = 2
cici > gloo = 1
cici > fredrinn = 1
cici > minotaur = 1
cici > sun = -2
cici > x.borg = -2
cici > aamon = -2
cici > masha = -2
cici > estes = -2
cici > saber = -2
cici > kaja = -2

moskov Moskov gold
moskov > hanzo = 2
moskov > wanwan = 2
moskov > gloo = 2
moskov > ling = 2
moskov > novaria = 2
moskov > beatrix = 2
moskov > fanny = 1
moskov > joy = 1
moskov > thamuz = 1
moskov > balmond = 1
moskov > phoveus = -1
moskov > cyclops = -1
moskov > saber = -1
moskov > miya = -1
moskov > edith = -1
moskov > lancelot = -1
moskov > natalia = -1

-----

arlott Arlott exp
arlott > ruby = 2
arlott > x.borg = 2
arlott > wanwan = 2
arlott > natan = 2
arlott > faramis = 2
arlott > khufra = 1
arlott > esmeralda = 1
arlott > zhuxin = 1
arlott > zilong = 1
arlott > masha = -2
arlott > phoveus = -2
arlott > sun = -2
arlott > argus = -2
arlott > valentina = -2
arlott > thamuz = -1
arlott > fredrinn = -1

harley Harley jungle
harley > gord = 2
harley > valir = 2
harley > hanzo = 2
harley > novaria = 2
harley > x.borg = 1
harley > joy = 1
harley > melissa = 1
harley > cecilion = 1
harley > ixia = 1
harley > lolita = -2
harley > sun = -2
harley > saber = -2
harley > popol = -2
harley > bruno = -2
harley > uranus = -1

bruno Bruno gold
bruno > kaja = 2
bruno > fanny = 2
bruno > lunox = 2
bruno > khaleed = 2
bruno > claude = 2
bruno > ling = 2
bruno > wanwan = 2
bruno > benedetta = 2
bruno > belerick = 2
bruno > hanabi = 1
bruno > miya = 1
bruno > chip = -2
bruno > barats = -2
bruno > gloo = -2
bruno > balmond = -2
bruno > valentina = -2
bruno > gatotkaca = -1
bruno > fredrinn = -1

luoyi Luo Yi mid
luoyi > yve = 2
luoyi > estes = 2
luoyi > phoveus = 2
luoyi > minotaur = 2
luoyi > valentina = 2
luoyi > aulus = 1
luoyi > balmond = 1
luoyi > baxia = 1
luoyi > popol = 1
luoyi > eudora = 1
luoyi > novaria = -2
luoyi > masha = -2
luoyi > natalia = -2
luoyi > gord = -2
luoyi > chou = -2
luoyi > uranus = -1
luoyi > fredrinn = -1

nana Nana mid
nana > odette = 2
nana > alucard = 2
nana > lolita = 1
nana > melissa = 1
nana > estes = 1
nana > saber = 1
nana > eudora = 1
nana > kadita = 1
nana > uranus = -1
nana > hilda = -1
nana > akai = -1
nana > atlas = -1
nana > gloo = -1
nana > zilong = -1
nana > natalia = -1

kimmy Kimmy gold, mid
kimmy > sun = 2
kimmy > hanzo = 2
kimmy > balmond = 2
kimmy > minotaur = 1
kimmy > uranus = 1
kimmy > gatotkaca = 1
kimmy > masha = 1
kimmy > granger = 1
kimmy > cecilion = 1
kimmy > masha = 1
kimmy > lolita = -2
kimmy > karina = -2
kimmy > natalia = -2
kimmy > odette = -1
kimmy > rafaela = -1
kimmy > saber = -1
kimmy > lancelot = -1

gatotkaca Gatotkaca roam, exp
gatotkaca > badang = 2
gatotkaca > odette = 2
gatotkaca > miya = 2
gatotkaca > zilong = 2
gatotkaca > johnson = 1
gatotkaca > barats = 1
gatotkaca > melissa = 1
gatotkaca > layla = 1
gatotkaca > popol = 1
gatotkaca > lesley = -2
gatotkaca > mathilda = -2
gatotkaca > uranus = -2
gatotkaca > floryn = -2
gatotkaca > karrie = -2
gatotkaca > diggie = -1
gatotkaca > wanwan = -1

zilong Zilong exp
zilong > x.borg = 2
zilong > angela = 2
zilong > diggie = 2
zilong > cici = 2
zilong > fanny = 2
zilong > novaria = 2
zilong > karrie = 2
zilong > layla = 2
zilong > lylia = 1
zilong > barats = -2
zilong > chip = -2
zilong > eudora = -2
zilong > johnson = -2
zilong > gatotkaca = -2
zilong > franco = -1
zilong > nana = -1

lesley Lesley gold
lesley > claude = 2
lesley > belerick = 2
lesley > gatotkaca = 2
lesley > baxia = 2
lesley > bruno = 2
lesley > kaja = 2
lesley > fredrinn = 1
lesley > estes = -2
lesley > gloo = -2
lesley > sun = -2
lesley > angela = -2
lesley > minotaur = -2
lesley > ling = -1
lesley > lancelot = -1

chip Chip roam
chip > bruno = 2
chip > lunox = 2
chip > natan = 2
chip > valentina = 2
chip > franco = 2
chip > aldous = 2
chip > yve = 2
chip > harith = 2
chip > khufra = 2
chip > diggie = 2
chip > vexana = 1
chip > layla = 1
chip > ixia = 1
chip > estes = -2
chip > baxia = -2
chip > masha = -2
chip > carmilla = -2
chip > karina = -2
chip > barats = -2
chip > tigreal = -2

layla Layla gold
layla > diggie = 2
layla > edith = 2
layla > valentina = 2
layla > hanabi = 2
layla > rafaela = 2
layla > faramis = 1
layla > melissa = 1
layla > tigreal = 1
layla > belerick = 1
layla > atlas = -2
layla > johnson = -2
layla > uranus = -2
layla > sun = -2
layla > khufra = -2
layla > karina = -2
layla > ling = -2

tigreal Tigreal roam
tigreal > estes = 2
tigreal > zilong = 2
tigreal > alucard = 1
tigreal > franco = 1
tigreal > rafaela = 1
tigreal > freya = 1
tigreal > eudora = 1
tigreal > layla = 1
tigreal > diggie = -2
tigreal > alice = -2
tigreal > x.borg = -2
tigreal > valir = -2
tigreal > zetian = -2
tigreal > change = -1
tigreal > zhask = -1

novaria Novaria mid
novaria > barats = 2
novaria > phoveus = 2
novaria > martis = 2
novaria > faramis = 2
novaria > luoyi = 2
novaria > yve = 1
novaria > lapulapu = 1
novaria > leomord = 1
novaria > belerick = 1
novaria > terizla = 1
novaria > odette = 1
novaria > eudora = 1
novaria > natalia = -2
novaria > harith = -2
novaria > moskov = -2
novaria > ling = -2
novaria > zilong = -2
novaria > saber = -2
novaria > hayabusa = -1

paquito Paquito exp
paquito > natalia = 2
paquito > hanzo = 2
paquito > x.borg = 2
paquito > masha = 2
paquito > zhuxin = 2
paquito > karina = 1
paquito > wanwan = 1
paquito > gord = 1
paquito > layla = 1
paquito > khufra = -2
paquito > phoveus = -2
paquito > gloo = -2
paquito > odette = -2
paquito > melissa = -2
paquito > franco = -1
paquito > kaja = -1

ling Ling jungle
ling > hanzo = 2
ling > lolita = 2
ling > valir = 2
ling > atlas = 2
ling > yve = 2
ling > x.borg = 2
ling > gord = 2
ling > balmond = 2
ling > layla = 1
ling > hanabi = 1
ling > natalia = -2
ling > valentina = -2
ling > saber = -2
ling > moskov = -2
ling > cyclops = -2
ling > eudora = -1
ling > jawhead = -1

martis Martis jungle
martis > yin = 2
martis > eudora = 2
martis > melissa = 1
martis > natalia = 1
martis > saber = 1
martis > masha = 1
martis > khaleed = 1
martis > sora = 1
martis > layla = 1
martis > odette = 1
martis > x.borg = -2
martis > minsitthar = -2
martis > novaria = -2
martis > yve = -2
martis > mathilda = -2
martis > thamuz = -1
martis > fredrinn = -1

karina Karina jungle
karina > natalia = 2
karina > kimmy = 2
karina > chip = 2
karina > wanwan = 2
karina > helcurt = 2
karina > lolita = 2
karina > irithel = 2
karina > layla = 1
karina > hanabi = 1
karina > granger = -2
karina > brody = -2
karina > faramis = -2
karina > odette = -2
karina > clint = -2
karina > akai = -1
karina > khufra = -1

wanwan Wanwan gold
wanwan > atlas = 2
wanwan > ixia = 2
wanwan > natan = 2
wanwan > yin = 2
wanwan > esmeralda = 2
wanwan > atlas = 2
wanwan > guinevere = 2
wanwan > fredrinn = 1
wanwan > luoyi = 1
wanwan > lunox = -2
wanwan > phoveus = -2
wanwan > masha = -2
wanwan > popol = -2
wanwan > cyclops = -2
wanwan > lancelot = -2
wanwan > gord = -2

franco Franco roam
franco > diggie = 2
franco > angela = 2
franco > fanny = 2
franco > floryn = 2
franco > estes = 2
franco > freya = 2
franco > vale = 1
franco > layla = 1
franco > chip = -2
franco > sun = -2
franco > hanzo = -2
franco > tigreal = -1
franco > popol = -1
franco > wanwan = -1
franco > badang = -1

kalea Kalea roam
kalea > joy = 2
kalea > valentina = 2
kalea > baxia = 2
kalea > khufra = 2
kalea > yve = 2
kalea > fanny = 1
kalea > natan = 1
kalea > arlott = 1
kalea > layla = 1
kalea > change = 1
kalea > mathilda = -2
kalea > balmond = -2
kalea > phoveus = -2
kalea > minsitthar = -2
kalea > hanzo = -1
kalea > diggie = -1
kalea > minotaur = -1

selena Selena mid, roam
selena > x.borg = 2
selena > natan = 1
selena > gord = 1
selena > benedetta = 1
selena > bruno = 1
selena > layla = 1
selena > baxia = 1
selena > alpha = 1
selena > balmond = 1
selena > aulus = 1
selena > popol = -2
selena > wanwan = -2
selena > khufra = -2
selena > miya = -2
selena > alucard = -1

esmeralda Esmeralda exp
esmeralda > argus = 2
esmeralda > lolita = 2
esmeralda > mathilda = 2
esmeralda > akai = 2
esmeralda > lapulapu = 2
esmeralda > aldous = 2
esmeralda > dyrroth = -2
esmeralda > lunox = -2
esmeralda > karrie = -2
esmeralda > aulus = -2
esmeralda > wanwan = -2
esmeralda > lesley = -2

chou Chou exp, roam
chou > x.borg = 2
chou > hanzo = 2
chou > yve = 2
chou > luoyi = 2
chou > gord = 2
chou > beatrix = 1
chou > natalia = 1
chou > fanny = 1
chou > ixia = 1
chou > terizla = 1
chou > alpha = 1
chou > esmeralda = -2
chou > cyclops = -2
chou > phoveus = -2
chou > valentina = -2
chou > eudora = -1
chou > lesley = -1
chou > pharsa = -1

harith Harith gold, mid
harith > lolita = 2
harith > yve = 2
harith > novaria = 2
harith > kadita = 2
harith > lapulapu = 2
harith > kagura = 2
harith > argus = 2
harith > joy = 2
harith > belerick = 1
harith > johnson = 1
harith > phoveus = -2
harith > edith = -2
harith > minsitthar = -2
harith > karrie = -2
harith > diggie = -2
harith > pharsa = -2

dyrroth Dyrroth jungle, exp
dyrroth > esmeralda = 2
dyrroth > uranus = 2
dyrroth > alucard = 2
dyrroth > aldous = 1
dyrroth > alice = 1
dyrroth > fredrinn = 1
dyrroth > obsidia = 1
dyrroth > gord = 1
dyrroth > hanabi = 1
dyrroth > argus = -1
dyrroth > chip = -1
dyrroth > khufra = -1
dyrroth > lylia = -1
dyrroth > minsitthar = -1
dyrroth > vexana = -1
dyrroth > belerick = -1

balmond Balmond jungle, exp
balmond > barats = 2
balmond > baxia = 2
balmond > kalea = 2
balmond > bruno = 2
balmond > fredrinn = 2
balmond > saber = 1
balmond > martis = 1
balmond > miya = 1
balmond > layla = 1
balmond > eudora = 1
balmond > angela = -2
balmond > aulus = -2
balmond > cici = -2
balmond > estes = -2
balmond > x.borg = -2
balmond > lesley = -1
balmond > irithel = -1

mathilda Mathilda roam
mathilda > kalea = 2
mathilda > argus = 2
mathilda > alpha = 2
mathilda > baxia = 2
mathilda > gatotkaca = 2
mathilda > x.borg = 2
mathilda > luoyi = 2
mathilda > hylos = 2
mathilda > atlas = 2
mathilda > lylia = 2
mathilda > gord = 2
mathilda > vale = 2
mathilda > edith = -2
mathilda > popol = -2
mathilda > yve = -2
mathilda > lunox = -2
mathilda > phoveus = -2
mathilda > franco = -2
mathilda > minsitthar = -2

fanny Fanny jungle
fanny > yve = 2
fanny > granger = 2
fanny > gloo = 2
fanny > carmilla = 2
fanny > x.borg = 2
fanny > atlas = 1
fanny > lolita = 1
fanny > baxia = 1
fanny > karrie = 1
fanny > irithel = 1
fanny > bruno = -2
fanny > brody = -2
fanny > faramis = -2
fanny > zilong = -2
fanny > moskov = -2
fanny > kaja = -2
fanny > khufra = -2

lancelot Lancelot jungle
lancelot > atlas = 2
lancelot > baxia = 2
lancelot > x.borg = 1
lancelot > alpha = 1
lancelot > vale = 1
lancelot > vexana = 1
lancelot > cecilion = 1
lancelot > pharsa = 1
lancelot > angela = -2
lancelot > irithel = -2
lancelot > cyclops = -2
lancelot > saber = -1
lancelot > estes = -1
lancelot > minsitthar = -1
lancelot > phoveus = -1

valentina Valentina mid
valentina > faramis = 2
valentina > atlas = 2
valentina > lunox = 2
valentina > ling = 2
valentina > carmilla = 2
valentina > x.borg = 2
valentina > nolan = 2
valentina > yve = 2
valentina > hanabi = 2
valentina > khufra = -2
valentina > phoveus = -2
valentina > kalea = -2
valentina > chip = -2
valentina > lolita = -2
valentina > hayabusa = -2
valentina > natalia = -2
valentina > hanzo = -2

granger Granger gold
granger > karina = 2
granger > ixia = 2
granger > hanabi = 2
granger > belerick = 2
granger > beatrix = 2
granger > natan = 1
granger > argus = 1
granger > change = 1
granger > cecilion = 1
granger > fanny = -2
granger > ling = -2
granger > mathilda = -2
granger > hilda = -2
granger > gloo = -2
granger > saber = -2
granger > hayabusa = -2
